timestamp,transaction_id,sender,amountUSD,amount0In,amount1In,amount0Out,amount1Out,trade_direction,estimated_eth_price,pool_address,data_source
2024-01-01 15:55:53,0xsynth000000,0x1303a59306d18c27c72313aaafd81bbcf2eaae34,1220.3349202731752,1220.3349202731752,0.0,0.0,0.46721261473253245,buy_eth_with_usdc,2611.9477124387713,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,the_graph_uniswap_v2
2024-01-01 17:06:25,0xsynth000001,0x7b9ba549aed81456ff48069638dbffa43c63e28f,101.14742192287719,0.0,0.029368891809852995,101.14742192287719,0.0,sell_eth_for_usdc,3444.0326375863847,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,synthetic_demo
2024-01-01 18:36:24,0xsynth000002,0x6b4ea424b13509358dafac1a65176a4b468ae885,933.5250656957265,0.0,0.2829013250373616,933.5250656957265,0.0,sell_eth_for_usdc,3299.8257098033732,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,the_graph_uniswap_v2
2024-01-01 18:38:35,0xsynth000003,0x7b9ba549aed81456ff48069638dbffa43c63e28f,1202.119361653414,1202.119361653414,0.0,0.0,0.3977331865868173,buy_eth_with_usdc,3022.4265970096894,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,synthetic_demo
2024-01-01 21:58:07,0xsynth000004,0x0bae9a3a1301c751be5986846afed6bfb26089c5,254.66061648527977,0.0,0.07711987269244698,254.66061648527977,0.0,sell_eth_for_usdc,3302.140000941948,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,synthetic_demo
2024-01-01 23:55:48,0xsynth000005,0x2eee36c2fe873c0000f72e52a4cedce6f1f5c5a2,1815.6838353718783,1815.6838353718783,0.0,0.0,0.6193159118599122,buy_eth_with_usdc,2931.7571220139776,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,synthetic_demo
2024-01-02 00:37:20,0xsynth000006,0x43049f43593d66120783585dbbb8e37834d7b9d5,608.3781861093448,608.3781861093448,0.0,0.0,0.23479292433860516,buy_eth_with_usdc,2591.1265759950074,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,synthetic_demo
2024-01-02 00:48:15,0xsynth000007,0x18914887008ca79862214bb2d51b24baa0c09860,340.4337638972079,340.4337638972079,0.0,0.0,0.10239855337497956,buy_eth_with_usdc,3324.5954427749825,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,synthetic_demo
2024-01-02 04:30:54,0xsynth000008,0x9be46f3d08385e0b2a1f8feb0cd8877adb0a79d2,6762.693819685248,6762.693819685248,0.0,0.0,2.1508611625836034,buy_eth_with_usdc,3144.1796138816953,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,the_graph_uniswap_v2
2024-01-02 09:42:35,0xsynth000009,0x440fd9a5d8874080742a6686cfad2acedc07b2b7,4947.1402045031,0.0,1.7732708913792106,4947.1402045031,0.0,sell_eth_for_usdc,2789.8389515971385,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,synthetic_demo
2024-01-02 11:25:56,0xsynth000010,0x4af17ac12d90af1df6915e23aec7d295067ad72d,562.650402284048,562.650402284048,0.0,0.0,0.20617519637683912,buy_eth_with_usdc,2728.991712735693,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,the_graph_uniswap_v2
2024-01-02 11:34:38,0xsynth000011,0xd4d88c8b5548976654c32f25e3bb52e3e84c691d,980.013211293905,0.0,0.31154407006379803,980.013211293905,0.0,sell_eth_for_usdc,3145.664788590641,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,the_graph_uniswap_v2
2024-01-02 13:19:41,0xsynth000012,0x2f6dbd8a39e2402e7a7ec31c7793218064736c4e,56.41088441339961,56.41088441339961,0.0,0.0,0.018715785780540617,buy_eth_with_usdc,3014.0804706181107,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,synthetic_demo
2024-01-02 14:00:34,0xsynth000013,0x1303a59306d18c27c72313aaafd81bbcf2eaae34,5178.629811766008,5178.629811766008,0.0,0.0,2.011945564554281,buy_eth_with_usdc,2573.9413148154745,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,the_graph_uniswap_v2
2024-01-02 21:05:56,0xsynth000014,0x31e2c205f7b240969c0ba8769e644ac407ba03e8,314.2087464489286,0.0,0.11187710684511723,314.2087464489286,0.0,sell_eth_for_usdc,2808.516910290856,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,the_graph_uniswap_v2
